product_id,sku,name,category,price,cost,description,image_url,stock_quantity,weight,dimensions,created_date
326,SKU-33260,Stylish Pen,Pet Supplies,422.92,223.91,Stylish Pen - A high-quality pen designed for modern needs.,https://example.com/images/sku-33260.jpg,11,0.82,50x14x12 cm,2025-04-28
327,SKU-58967,Stylish Mug,Garden,471.25,263.07,Stylish Mug - A high-quality mug designed for modern needs.,,51,1.75,25x13x15 cm,2025-01-27
328,SKU-51586,Lightweight Headphones,Clothing,355.06,221.84,Lightweight Headphones - A high-quality headphones designed for modern needs.,https://example.com/images/sku-51586.jpg,455,4.65,27x19x47 cm,2025-07-02
329,SKU-50215,Smart Bag,Garden,345.81,155.94,Smart Bag - A high-quality bag designed for modern needs.,https://example.com/images/sku-50215.jpg,373,0.11,49x41x30 cm,2025-06-10
330,SKU-88956,Premium Shirt,Automotive,460.91,362.74,Premium Shirt - A high-quality shirt designed for modern needs.,,113,3.23,11x36x14 cm,2024-10-11
331,SKU-55457,Eco Lamp,Automotive,NaN,66.44,Eco Lamp - A high-quality lamp designed for modern needs.,https://example.com/images/sku-55457.jpg,45,4.13,47x45x26 cm,2025-02-06
332,SKU-37483,Premium Watch,Beauty,348.12,188.05,,https://example.com/images/sku-37483.jpg,402,0.63,5x8x29 cm,2025-01-28
333,SKU-64266,Durable Shirt,Books,441.48,238.62,,https://example.com/images/sku-64266.jpg,192,0.6,35x41x46 cm,2025-10-10
334,SKU-69151,Compact Shirt,,400.6,165.59,Compact Shirt - A high-quality shirt designed for modern needs.,https://example.com/images/sku-69151.jpg,10,1.66,11x9x26 cm,2024-04-29
335,SKU-19830,Durable Shirt,Health,471.21,372.83,Durable Shirt - A high-quality shirt designed for modern needs.,,173,3.01,44x35x50 cm,2023-12-08
336,SKU-31626,Durable Headphones,Jewelry,445.43,206.16,Durable Headphones - A high-quality headphones designed for modern needs.,https://example.com/images/sku-31626.jpg,51,1.72,17x31x49 cm,2025-05-27
337,SKU-96585,Wireless Watch,Sports,152.21,66.72,Wireless Watch - A high-quality watch designed for modern needs.,https://example.com/images/sku-96585.jpg,201,2.9,36x14x8 cm,2024-11-10
338,SKU-21485,Premium Bag,Sports,412.83,268.35,Premium Bag - A high-quality bag designed for modern needs.,https://example.com/images/sku-21485.jpg,245,1.08,6x18x15 cm,2025-08-21
339,SKU-83831,Portable Mug,Home & Kitchen,157.63,88.11,Portable Mug - A high-quality mug designed for modern needs.,https://example.com/images/sku-72071.jpg,250,4.48,21x10x46 cm,2025-05-17
340,SKU-58630,Durable Shirt,Toys,187.85,108.64,Durable Shirt - A high-quality shirt designed for modern needs.,https://example.com/images/sku-58630.jpg,134,2.25,21x19x22 cm,2025-06-06
341,SKU-97486,Premium Shirt,Home & Kitchen,47.43,25.49,Premium Shirt - A high-quality shirt designed for modern needs.,,277,2.13,42x19x40 cm,2024-01-08
342,SKU-64870,Durable Bottle,Health,,267.3,Durable Bottle - A high-quality bottle designed for modern needs.,https://example.com/images/sku-64870.jpg,293,4.42,35x24x10 cm,2024-12-15
343,SKU-84870,Premium Bottle,Health,401.22,269.22,Premium Bottle - A high-quality bottle designed for modern needs.,https://example.com/images/sku-84870.jpg,317,0.82,33x16x15 cm,2024-06-10
344,SKU-15593,Compact Shirt,Toys,43.79,29.48,,https://example.com/images/sku-15593.jpg,103,4.99,45x14x43 cm,2024-07-28
345,SKU-18783,Stylish Pen,,197.11,110.17,Stylish Pen - A high-quality pen designed for modern needs.,https://example.com/images/sku-18783.jpg,166,4.3,38x34x5 cm,2025-10-24
346,SKU-78493,Waterproof Camera,,212.7,120.34,Waterproof Camera - A high-quality camera designed for modern needs.,https://example.com/images/sku-78493.jpg,75,2.88,42x11x11 cm,2025-06-05
347,SKU-47498,Eco Shoes,Health,440.67,331.01,Eco Shoes - A high-quality shoes designed for modern needs.,https://example.com/images/sku-47498.jpg,135,1.98,36x41x43 cm,2025-03-05
348,SKU-46099,Premium Shirt,,76.21,49.04,Premium Shirt - A high-quality shirt designed for modern needs.,https://example.com/images/sku-46099.jpg,355,2.07,30x26x49 cm,2024-07-07
349,SKU-72287,Premium Pen,,449.03,183.25,Premium Pen - A high-quality pen designed for modern needs.,https://example.com/images/sku-72287.jpg,418,3.99,24x22x36 cm,2025-10-19
350,SKU-27614,Eco Lamp,Sports,0,281.26,Eco Lamp - A high-quality lamp designed for modern needs.,https://example.com/images/sku-27614.jpg,422,1.67,31x43x46 cm,2024-02-06
